#title = mean sea level anomaly North Atlantic (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.61 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2007.7558,,30.10000,,
2007.7829,,20.59000,,
2007.8101,,11.62000,,
2007.8371,,8.22000,,
2007.8643,,-13.62000,,
2007.8914,,7.88000,,
2007.9185,,15.25000,,
2007.9456,,16.67000,,
2007.9730,,5.72000,,
2007.9998,,6.56000,,
2008.0271,,14.70000,,
2008.0541,,24.48000,,
2008.0815,,26.52000,,
2008.1085,,16.20000,,
2008.1356,,20.64000,,
2008.1629,,16.44000,,
2008.1900,,16.25000,,
2008.2172,,10.87000,,
2008.2443,,15.43000,,
2008.2715,,14.03000,,
2008.2987,,25.13000,,
2008.3259,,27.42000,,
2008.3465,,21.86000,,
2008.3801,,20.44000,,
2008.4071,,17.86000,,
2008.4344,,13.66000,,
2008.4615,,25.29000,,
2008.4887,,31.97000,,
2008.5158,,24.97000,,
2008.5429,,21.95000,,
2008.5431,,,20.45000,
2008.5701,,,13.18000,
2008.5702,,10.45000,,
2008.5923,,3.37000,,
2008.5972,,,0.58000,
2008.6243,,,8.73000,
2008.6512,,,1.47000,
2008.6515,,-2.36000,,
2008.6787,,8.65000,9.11000,
2008.7058,,15.88000,,
2008.7059,,,16.09000,
2008.7330,,20.90000,15.91000,
2008.7600,,11.85000,,
2008.7601,,,7.63000,
2008.7872,,,15.66000,
2008.7873,,16.86000,,
2008.8145,,22.48000,20.96000,
2008.8416,,13.78000,13.33000,
2008.8687,,28.86000,26.68000,
2008.8958,,32.96000,,
2008.8959,,,30.19000,
2008.9230,,,7.40000,
2008.9231,,11.44000,,
2008.9499,,,18.35000,
2008.9500,,19.38000,,
2008.9775,,22.41000,19.65000,
2009.0045,,15.01000,6.43000,
2009.0312,,9.88000,,
2009.0317,,,9.19000,
2009.0592,,27.19000,,
2009.0593,,,27.74000,
2009.0856,,,20.95000,
2009.1132,,,21.71000,
2009.1269,,25.29000,,
2009.1402,,,21.76000,
2009.1537,,23.85000,,
2009.1672,,,26.86000,
2009.1808,,22.05000,,
2009.1944,,,27.45000,
2009.2077,,21.65000,,
2009.2217,,,28.15000,
2009.2352,,18.98000,,
2009.2487,,,18.28000,
2009.2623,,12.81000,,
2009.2759,,,19.96000,
2009.2894,,24.05000,,
2009.3032,,,28.46000,
2009.3165,,31.80000,,
2009.3302,,,29.62000,
2009.3436,,30.75000,,
2009.3572,,,37.16000,
2009.3709,,41.57000,,
2009.3846,,,28.65000,
2009.3980,,32.47000,,
2009.4114,,,20.50000,
2009.4251,,30.90000,,
2009.4388,,,34.35000,
2009.4522,,31.66000,,
2009.4659,,,22.11000,
2009.4794,,23.30000,,
2009.4933,,,28.51000,
2009.5066,,35.25000,,
2009.5204,,,26.73000,
2009.5338,,19.47000,,
2009.5474,,,18.49000,
2009.5608,,12.74000,,
2009.5746,,,1.31000,
2009.5881,,7.72000,,
2009.6017,,,16.63000,
2009.6151,,20.17000,,
2009.6291,,,29.76000,
2009.6423,,25.16000,,
2009.6563,,,21.57000,
2009.6695,,23.68000,,
2009.6831,,,14.33000,
2009.6951,,22.70000,,
2009.7102,,,17.21000,
2009.7359,,28.68000,,
2009.7375,,,13.71000,
2009.7510,,8.42000,,
2009.7646,,,17.15000,
2009.7780,,17.16000,,
2009.7916,,,17.68000,
2009.8051,,17.93000,,
2009.8187,,,25.84000,
2009.8323,,26.45000,,
2009.8461,,,17.92000,
2009.8594,,8.71000,,
2009.8732,,,1.00000,
2009.8865,,12.69000,,
2009.9005,,,15.71000,
2009.9137,,12.22000,,
2009.9272,,,16.51000,
2009.9409,,23.17000,,
2009.9545,,,15.97000,
2009.9681,,14.50000,,
2009.9818,,,12.28000,
2009.9953,,11.48000,,
2010.0091,,,2.94000,
2010.0223,,-0.54000,,
2010.0361,,,-11.94000,
2010.0494,,2.37000,,
2010.0632,,,2.54000,
2010.0766,,-0.01000,,
2010.0898,,,-6.18000,
2010.1039,,-13.49000,,
2010.1174,,,-16.08000,
2010.1311,,-5.66000,,
2010.1445,,,-7.08000,
2010.1581,,-5.53000,,
2010.1719,,,-7.51000,
2010.1852,,-8.91000,,
2010.1989,,,-6.46000,
2010.2125,,-3.67000,,
2010.2261,,,0.51000,
2010.2395,,8.51000,,
2010.2532,,,-9.97000,
2010.2666,,-5.16000,,
2010.2805,,,-2.63000,
2010.2939,,-0.13000,,
2010.3075,,,-9.33000,
2010.3210,,4.40000,,
2010.3348,,,2.27000,
2010.3482,,7.92000,,
2010.3617,,,-8.39000,
2010.3752,,-1.92000,,
2010.3889,,,-5.36000,
2010.4026,,1.62000,,
2010.4162,,,6.48000,
